utt_id,text,h,s,b,dimmer,tag
491,새벽 거실에 바람부는 분위기가 focused하게 다가온다,190,82,66,75,focused
492,주말 베란다에 흐린 분위기가 grateful하게 다가온다,83,61,86,84,grateful
493,살며시 서재의 흐린 공기가 focused하게 느껴진다,208,71,64,67,focused
494,천천히 낮 베란다에서 흐린 기운이 머무는 느낌이다,183,65,49,44,anxious
495,조용히 거실의 안개낀 공기가 grateful하게 느껴진다,100,66,96,80,grateful
496,문득 아침 복도에서 맑은 기운이 머무는 느낌이다,39,58,53,50,tired
497,어느새 밤 베란다에서 쌀쌀한 기운이 머무는 느낌이다,275,96,91,78,romantic
498,조용히 밤 사무실에서 안개낀 기운이 번지는 느낌이다,197,81,69,65,focused
499,오후 서재에 비오는 분위기가 focused하게 다가온다,198,82,73,66,focused
500,어느새 평일 도서관에서 맑은 기운이 스며드는 느낌이다,50,93,89,80,happy
501,문득 주말 서재에서 비오는 기운이 맴도는 느낌이다,214,84,67,75,focused
502,천천히 복도의 안개낀 공기가 energetic하게 느껴진다,55,100,98,93,energetic
503,천천히 서재의 바람부는 공기가 romantic하게 느껴진다,287,89,77,76,romantic
504,천천히 복도의 비오는 공기가 sad하게 느껴진다,234,58,48,52,sad
505,낮 복도에 비오는 분위기가 natural하게 다가온다,68,45,92,72,natural
506,살며시 주말 방에서 바람부는 기운이 흘러가는 느낌이다,348,100,83,71,angry
507,살며시 오후 거실에서 쌀쌀한 기운이 머무는 느낌이다,231,59,48,37,sad
508,낮 서재에 안개낀 분위기가 anxious하게 다가온다,207,61,62,60,anxious
509,조용히 낮 도서관에서 안개낀 기운이 감싸는 느낌이다,49,39,93,77,natural
510,살며시 서재의 포근한 공기가 uncomfortable하게 느껴진다,30,52,35,45,uncomfortable
511,살며시 저녁 사무실에서 안개낀 기운이 감싸는 느낌이다,240,50,30,39,sad
512,문득 아침 방에서 안개낀 기운이 머무는 느낌이다,185,81,79,66,focused
513,조용히 베란다의 비오는 공기가 energetic하게 느껴진다,90,100,100,91,energetic
514,문득 사무실의 안개낀 공기가 sleepy하게 느껴진다,193,39,27,29,sleepy
515,살며시 서재의 포근한 공기가 sleepy하게 느껴진다,210,40,24,24,sleepy
516,낮 서재에 비오는 분위기가 romantic하게 다가온다,289,91,93,63,romantic
517,살며시 밤 부엌에서 쌀쌀한 기운이 스며드는 느낌이다,213,72,47,52,anxious
518,가만히 베란다의 비오는 공기가 uncomfortable하게 느껴진다,355,58,36,40,uncomfortable
519,가만히 도서관의 안개낀 공기가 tired하게 느껴진다,45,48,51,33,tired
520,평일 베란다에 맑은 분위기가 tired하게 다가온다,26,47,54,49,tired
521,가만히 저녁 서재에서 안개낀 기운이 머무는 느낌이다,223,32,25,40,sleepy
522,문득 오후 거실에서 안개낀 기운이 흘러가는 느낌이다,271,92,93,60,romantic
523,조용히 저녁 사무실에서 쌀쌀한 기운이 맴도는 느낌이다,68,100,95,96,energetic
524,가만히 오후 서재에서 쌀쌀한 기운이 감싸는 느낌이다,60,64,57,65,calm
525,가만히 저녁 사무실에서 비오는 기운이 스며드는 느낌이다,194,37,25,22,sleepy
526,천천히 평일 방에서 흐린 기운이 감싸는 느낌이다,208,84,64,60,focused
527,어느새 저녁 부엌에서 포근한 기운이 흘러가는 느낌이다,11,50,45,30,tired
528,천천히 부엌의 흐린 공기가 lonely하게 느껴진다,231,59,40,44,lonely
529,아침 베란다에 쌀쌀한 분위기가 romantic하게 다가온다,282,93,90,68,romantic
530,가만히 오후 부엌에서 포근한 기운이 번지는 느낌이다,285,98,89,66,romantic
531,천천히 서재의 쌀쌀한 공기가 tired하게 느껴진다,46,43,55,35,tired
532,가만히 낮 서재에서 안개낀 기운이 머무는 느낌이다,101,73,82,86,grateful
533,새벽 거실에 바람부는 분위기가 warm하게 다가온다,20,80,78,73,warm
534,천천히 서재의 비오는 공기가 romantic하게 느껴진다,272,100,80,77,romantic
535,가만히 서재의 맑은 공기가 focused하게 느껴진다,195,81,66,68,focused
536,어느새 낮 복도에서 맑은 기운이 스며드는 느낌이다,40,86,90,93,happy
537,가만히 저녁 부엌에서 안개낀 기운이 감싸는 느낌이다,213,67,46,53,sad
538,가만히 평일 부엌에서 바람부는 기운이 번지는 느낌이다,358,100,89,68,angry
539,조용히 낮 도서관에서 쌀쌀한 기운이 맴도는 느낌이다,48,88,91,75,happy
540,오후 방에 바람부는 분위기가 romantic하게 다가온다,294,95,84,66,romantic
541,어느새 부엌의 비오는 공기가 anxious하게 느껴진다,208,62,58,48,anxious
542,천천히 거실의 맑은 공기가 happy하게 느껴진다,60,95,96,91,happy
543,낮 사무실에 비오는 분위기가 happy하게 다가온다,53,93,100,94,happy
544,어느새 밤 도서관에서 쌀쌀한 기운이 흘러가는 느낌이다,195,73,62,68,focused
545,새벽 방에 쌀쌀한 분위기가 grateful하게 다가온다,79,69,84,88,grateful
546,오후 복도에 흐린 분위기가 tired하게 다가온다,39,44,47,34,tired
547,주말 도서관에 맑은 분위기가 romantic하게 다가온다,273,94,82,62,romantic
548,낮 방에 흐린 분위기가 focused하게 다가온다,196,79,66,78,focused
549,천천히 낮 베란다에서 포근한 기운이 스며드는 느낌이다,200,37,29,39,sleepy
550,밤 부엌에 비오는 분위기가 natural하게 다가온다,57,42,77,81,natural
551,새벽 서재에 비오는 분위기가 energetic하게 다가온다,56,99,100,96,energetic
552,천천히 새벽 서재에서 맑은 기운이 스며드는 느낌이다,76,64,95,93,grateful
553,저녁 서재에 안개낀 분위기가 anxious하게 다가온다,185,79,58,41,anxious
554,밤 부엌에 쌀쌀한 분위기가 angry하게 다가온다,2,100,71,83,angry
555,어느새 밤 베란다에서 바람부는 기운이 흘러가는 느낌이다,234,47,42,50,sad
556,어느새 도서관의 흐린 공기가 calm하게 느껴진다,52,56,45,65,calm
557,오후 복도에 포근한 분위기가 anxious하게 다가온다,204,69,56,47,anxious
558,아침 사무실에 포근한 분위기가 grateful하게 다가온다,78,69,98,83,grateful
559,문득 사무실의 맑은 공기가 uncomfortable하게 느껴진다,359,42,28,39,uncomfortable
560,문득 저녁 도서관에서 흐린 기운이 감싸는 느낌이다,56,39,82,84,natural
561,문득 새벽 부엌에서 비오는 기운이 흘러가는 느낌이다,22,46,40,61,calm
562,살며시 사무실의 맑은 공기가 natural하게 느껴진다,58,35,89,78,natural
563,평일 부엌에 안개낀 분위기가 lonely하게 다가온다,232,68,41,33,lonely
564,밤 사무실에 안개낀 분위기가 tired하게 다가온다,29,53,48,33,tired
565,새벽 복도에 포근한 분위기가 sleepy하게 다가온다,214,42,32,34,sleepy
566,새벽 거실에 쌀쌀한 분위기가 uncomfortable하게 다가온다,22,40,36,45,uncomfortable
567,살며시 거실의 흐린 공기가 sad하게 느껴진다,229,71,42,37,sad
568,천천히 밤 복도에서 비오는 기운이 스며드는 느낌이다,221,52,42,55,sad
569,가만히 도서관의 포근한 공기가 calm하게 느껴진다,34,41,56,55,calm
570,주말 방에 포근한 분위기가 sad하게 다가온다,203,62,35,41,sad
571,문득 복도의 포근한 공기가 focused하게 느껴진다,189,87,67,71,focused
572,가만히 베란다의 포근한 공기가 calm하게 느껴진다,23,48,60,48,calm
573,어느새 밤 거실에서 맑은 기운이 감싸는 느낌이다,354,100,78,65,angry
574,오후 서재에 쌀쌀한 분위기가 tired하게 다가온다,40,58,48,41,tired
575,오후 베란다에 안개낀 분위기가 sad하게 다가온다,203,54,50,37,sad
576,가만히 밤 부엌에서 포근한 기운이 흘러가는 느낌이다,201,34,23,30,sleepy
577,가만히 부엌의 흐린 공기가 sleepy하게 느껴진다,218,32,25,26,sleepy
578,조용히 밤 부엌에서 쌀쌀한 기운이 스며드는 느낌이다,200,69,64,43,anxious
579,밤 베란다에 흐린 분위기가 lonely하게 다가온다,237,67,41,26,lonely
580,조용히 부엌의 쌀쌀한 공기가 happy하게 느껴진다,45,83,96,92,happy
581,가만히 오후 부엌에서 바람부는 기운이 번지는 느낌이다,45,88,89,85,happy
582,조용히 사무실의 비오는 공기가 warm하게 느껴진다,28,77,70,73,warm
583,살며시 새벽 방에서 바람부는 기운이 번지는 느낌이다,205,88,69,71,focused
584,천천히 아침 거실에서 비오는 기운이 머무는 느낌이다,358,40,24,32,uncomfortable
585,아침 거실에 흐린 분위기가 focused하게 다가온다,191,70,66,74,focused
586,문득 오후 복도에서 흐린 기운이 번지는 느낌이다,25,47,20,39,uncomfortable
587,천천히 거실의 맑은 공기가 uncomfortable하게 느껴진다,357,52,22,45,uncomfortable
588,조용히 거실의 포근한 공기가 grateful하게 느껴진다,75,65,93,83,grateful
589,어느새 사무실의 바람부는 공기가 angry하게 느껴진다,10,97,72,81,angry
590,가만히 아침 서재에서 맑은 기운이 감싸는 느낌이다,60,42,85,74,natural
591,천천히 오후 도서관에서 맑은 기운이 감싸는 느낌이다,195,69,49,48,anxious
592,아침 거실에 흐린 분위기가 uncomfortable하게 다가온다,16,54,29,33,uncomfortable
593,살며시 새벽 서재에서 비오는 기운이 머무는 느낌이다,202,74,78,64,focused
594,가만히 새벽 복도에서 맑은 기운이 스며드는 느낌이다,245,51,31,41,lonely
595,가만히 낮 사무실에서 맑은 기운이 머무는 느낌이다,8,99,82,81,angry
596,살며시 저녁 복도에서 비오는 기운이 스며드는 느낌이다,57,37,85,73,natural
597,문득 도서관의 흐린 공기가 calm하게 느껴진다,37,40,59,61,calm
598,살며시 오후 서재에서 흐린 기운이 맴도는 느낌이다,231,48,33,49,sad
599,조용히 복도의 비오는 공기가 lonely하게 느껴진다,243,62,38,31,lonely
600,새벽 서재에 비오는 분위기가 natural하게 다가온다,56,55,88,77,natural
601,가만히 주말 방에서 안개낀 기운이 머무는 느낌이다,270,100,87,60,romantic
602,저녁 방에 맑은 분위기가 anxious하게 다가온다,219,79,57,51,anxious
603,문득 아침 방에서 안개낀 기운이 흘러가는 느낌이다,219,54,46,54,sad
604,가만히 거실의 바람부는 공기가 natural하게 느껴진다,69,48,89,88,natural
605,조용히 새벽 도서관에서 맑은 기운이 번지는 느낌이다,17,42,36,36,tired
606,아침 서재에 흐린 분위기가 romantic하게 다가온다,266,94,75,69,romantic
607,어느새 평일 거실에서 안개낀 기운이 번지는 느낌이다,82,100,100,98,energetic
608,어느새 주말 베란다에서 쌀쌀한 기운이 번지는 느낌이다,31,42,80,76,natural
609,주말 도서관에 쌀쌀한 분위기가 uncomfortable하게 다가온다,28,46,39,33,uncomfortable
610,문득 주말 복도에서 바람부는 기운이 맴도는 느낌이다,285,93,91,71,romantic
611,문득 아침 복도에서 흐린 기운이 감싸는 느낌이다,201,68,63,60,anxious
612,오후 서재에 맑은 분위기가 angry하게 다가온다,349,97,70,69,angry
613,가만히 도서관의 흐린 공기가 warm하게 느껴진다,45,95,73,70,warm
614,천천히 사무실의 쌀쌀한 공기가 happy하게 느껴진다,60,85,100,81,happy
615,가만히 밤 부엌에서 흐린 기운이 맴도는 느낌이다,215,62,41,27,sad
616,천천히 낮 방에서 흐린 기운이 맴도는 느낌이다,202,76,55,42,anxious
617,낮 거실에 맑은 분위기가 energetic하게 다가온다,90,100,97,97,energetic
618,아침 도서관에 흐린 분위기가 angry하게 다가온다,11,98,76,70,angry
619,가만히 베란다의 포근한 공기가 uncomfortable하게 느껴진다,358,57,36,38,uncomfortable
620,낮 베란다에 쌀쌀한 분위기가 grateful하게 다가온다,84,73,86,93,grateful
621,조용히 주말 부엌에서 포근한 기운이 감싸는 느낌이다,60,100,97,95,energetic
622,살며시 새벽 부엌에서 흐린 기운이 스며드는 느낌이다,13,50,31,45,uncomfortable
623,새벽 부엌에 비오는 분위기가 sad하게 다가온다,235,69,43,33,sad
624,천천히 밤 베란다에서 맑은 기운이 감싸는 느낌이다,223,50,41,44,lonely
625,아침 사무실에 흐린 분위기가 calm하게 다가온다,62,59,50,55,calm
626,밤 서재에 비오는 분위기가 focused하게 다가온다,205,86,74,72,focused
627,문득 낮 베란다에서 비오는 기운이 머무는 느낌이다,185,88,77,61,focused
628,오후 방에 안개낀 분위기가 focused하게 다가온다,189,71,71,79,focused
629,천천히 거실의 쌀쌀한 공기가 focused하게 느껴진다,206,86,74,80,focused
630,천천히 낮 부엌에서 쌀쌀한 기운이 스며드는 느낌이다,87,99,99,95,energetic
631,새벽 방에 안개낀 분위기가 uncomfortable하게 다가온다,27,46,32,40,uncomfortable
632,낮 서재에 쌀쌀한 분위기가 angry하게 다가온다,4,96,72,73,angry
633,조용히 아침 베란다에서 맑은 기운이 머무는 느낌이다,204,81,62,61,focused
634,가만히 방의 비오는 공기가 sad하게 느껴진다,229,49,41,28,sad
635,가만히 베란다의 흐린 공기가 calm하게 느껴진다,59,66,52,54,calm
636,가만히 사무실의 쌀쌀한 공기가 uncomfortable하게 느껴진다,351,55,25,38,uncomfortable
637,저녁 거실에 안개낀 분위기가 sad하게 다가온다,222,70,50,40,sad
638,밤 방에 안개낀 분위기가 tired하게 다가온다,14,56,44,49,tired
639,새벽 도서관에 흐린 분위기가 natural하게 다가온다,35,35,84,75,natural
640,문득 부엌의 흐린 공기가 calm하게 느껴진다,18,49,43,63,calm
641,천천히 거실의 흐린 공기가 tired하게 느껴진다,10,42,46,44,tired
642,낮 사무실에 맑은 분위기가 focused하게 다가온다,196,86,79,65,focused
643,저녁 도서관에 맑은 분위기가 energetic하게 다가온다,58,98,98,93,energetic
644,천천히 서재의 안개낀 공기가 sad하게 느껴진다,204,72,43,31,sad
645,조용히 저녁 방에서 쌀쌀한 기운이 맴도는 느낌이다,100,64,91,78,grateful
646,살며시 낮 부엌에서 바람부는 기운이 스며드는 느낌이다,74,66,93,78,grateful
647,문득 밤 부엌에서 포근한 기운이 흘러가는 느낌이다,29,60,55,50,tired
648,어느새 복도의 비오는 공기가 sleepy하게 느껴진다,217,31,33,40,sleepy
649,조용히 주말 베란다에서 안개낀 기운이 감싸는 느낌이다,77,100,100,90,energetic
650,살며시 거실의 비오는 공기가 calm하게 느껴진다,58,55,59,47,calm
651,살며시 밤 복도에서 쌀쌀한 기운이 감싸는 느낌이다,83,97,95,92,energetic
652,가만히 낮 복도에서 포근한 기운이 감싸는 느낌이다,200,70,67,64,focused
653,밤 복도에 쌀쌀한 분위기가 energetic하게 다가온다,86,97,98,90,energetic
654,가만히 저녁 방에서 맑은 기운이 흘러가는 느낌이다,204,74,40,54,sad
655,주말 서재에 쌀쌀한 분위기가 calm하게 다가온다,59,49,45,47,calm
656,문득 방의 비오는 공기가 tired하게 느껴진다,28,49,50,37,tired
657,가만히 복도의 바람부는 공기가 tired하게 느껴진다,43,55,45,32,tired
658,살며시 저녁 방에서 쌀쌀한 기운이 스며드는 느낌이다,355,41,34,38,uncomfortable
659,밤 방에 흐린 분위기가 angry하게 다가온다,1,95,87,83,angry
660,저녁 부엌에 흐린 분위기가 anxious하게 다가온다,212,75,65,53,anxious
661,오후 거실에 쌀쌀한 분위기가 lonely하게 다가온다,245,69,39,41,lonely
662,낮 방에 맑은 분위기가 calm하게 다가온다,17,54,44,58,calm
663,평일 부엌에 바람부는 분위기가 lonely하게 다가온다,225,67,36,25,lonely
664,오후 부엌에 안개낀 분위기가 sad하게 다가온다,218,74,31,50,sad
665,조용히 복도의 흐린 공기가 warm하게 느껴진다,34,81,81,60,warm
666,밤 도서관에 흐린 분위기가 lonely하게 다가온다,226,56,37,28,lonely
667,살며시 방의 안개낀 공기가 uncomfortable하게 느껴진다,10,59,40,26,uncomfortable
668,조용히 서재의 흐린 공기가 angry하게 느껴진다,347,100,80,83,angry
669,가만히 베란다의 흐린 공기가 natural하게 느껴진다,31,41,86,77,natural
670,천천히 오후 사무실에서 쌀쌀한 기운이 스며드는 느낌이다,63,85,98,82,happy
671,새벽 부엌에 바람부는 분위기가 uncomfortable하게 다가온다,17,41,36,31,uncomfortable
672,가만히 평일 베란다에서 포근한 기운이 머무는 느낌이다,32,54,91,83,natural
673,가만히 부엌의 바람부는 공기가 focused하게 느껴진다,214,88,76,62,focused
674,문득 도서관의 맑은 공기가 warm하게 느껴진다,25,87,85,58,warm
675,가만히 복도의 포근한 공기가 natural하게 느껴진다,32,38,85,85,natural
676,문득 저녁 사무실에서 안개낀 기운이 머무는 느낌이다,63,99,100,97,energetic
677,평일 방에 맑은 분위기가 angry하게 다가온다,347,99,90,83,angry
678,오후 거실에 비오는 분위기가 focused하게 다가온다,214,81,71,79,focused
679,밤 거실에 바람부는 분위기가 focused하게 다가온다,214,87,75,74,focused
680,조용히 주말 거실에서 비오는 기운이 번지는 느낌이다,39,93,71,73,warm
681,아침 거실에 비오는 분위기가 romantic하게 다가온다,273,95,93,71,romantic
682,저녁 복도에 흐린 분위기가 angry하게 다가온다,14,96,78,71,angry
683,문득 도서관의 바람부는 공기가 calm하게 느껴진다,34,49,54,60,calm
684,아침 방에 쌀쌀한 분위기가 angry하게 다가온다,11,100,85,85,angry
685,살며시 베란다의 포근한 공기가 natural하게 느껴진다,46,49,86,85,natural
686,어느새 주말 도서관에서 흐린 기운이 번지는 느낌이다,221,69,32,36,lonely
687,가만히 평일 거실에서 포근한 기운이 스며드는 느낌이다,47,36,77,73,natural
688,천천히 사무실의 맑은 공기가 tired하게 느껴진다,42,45,48,46,tired
689,살며시 거실의 쌀쌀한 공기가 grateful하게 느껴진다,98,67,96,85,grateful
690,문득 새벽 사무실에서 쌀쌀한 기운이 스며드는 느낌이다,24,78,87,64,warm
691,천천히 도서관의 맑은 공기가 energetic하게 느껴진다,82,100,100,100,energetic
692,어느새 주말 도서관에서 포근한 기운이 번지는 느낌이다,76,80,100,95,happy
693,조용히 평일 서재에서 바람부는 기운이 맴도는 느낌이다,38,60,48,46,tired
694,살며시 베란다의 포근한 공기가 sleepy하게 느껴진다,192,25,30,23,sleepy
695,문득 베란다의 안개낀 공기가 natural하게 느껴진다,56,37,93,85,natural
696,새벽 베란다에 포근한 분위기가 uncomfortable하게 다가온다,20,45,32,32,uncomfortable
697,살며시 도서관의 맑은 공기가 energetic하게 느껴진다,71,100,99,93,energetic
698,조용히 주말 거실에서 포근한 기운이 감싸는 느낌이다,247,56,30,43,lonely
699,오후 서재에 쌀쌀한 분위기가 sad하게 다가온다,216,62,30,45,sad
700,살며시 주말 도서관에서 쌀쌀한 기운이 머무는 느낌이다,217,33,24,23,sleepy
701,문득 저녁 서재에서 안개낀 기운이 감싸는 느낌이다,23,45,48,57,calm
702,가만히 낮 거실에서 흐린 기운이 스며드는 느낌이다,32,54,56,46,calm
703,아침 복도에 비오는 분위기가 uncomfortable하게 다가온다,28,58,23,26,uncomfortable
704,주말 방에 흐린 분위기가 sad하게 다가온다,216,59,36,40,sad
705,천천히 도서관의 흐린 공기가 focused하게 느껴진다,208,80,61,64,focused
706,평일 사무실에 쌀쌀한 분위기가 anxious하게 다가온다,206,64,53,45,anxious
707,천천히 저녁 부엌에서 바람부는 기운이 스며드는 느낌이다,31,77,76,62,warm
708,천천히 베란다의 흐린 공기가 focused하게 느껴진다,205,79,62,70,focused
709,주말 거실에 맑은 분위기가 anxious하게 다가온다,195,76,61,44,anxious
710,새벽 베란다에 바람부는 분위기가 calm하게 다가온다,41,69,43,45,calm
711,문득 부엌의 맑은 공기가 sleepy하게 느껴진다,223,43,17,25,sleepy
712,천천히 사무실의 포근한 공기가 sad하게 느껴진다,221,53,32,38,sad
713,조용히 아침 방에서 맑은 기운이 스며드는 느낌이다,100,77,95,87,grateful
714,밤 사무실에 맑은 분위기가 energetic하게 다가온다,65,99,97,100,energetic
715,살며시 밤 사무실에서 쌀쌀한 기운이 머무는 느낌이다,44,45,52,47,calm
716,천천히 방의 안개낀 공기가 calm하게 느껴진다,50,54,44,49,calm
717,오후 베란다에 흐린 분위기가 sleepy하게 다가온다,190,27,25,29,sleepy
718,천천히 복도의 흐린 공기가 sleepy하게 느껴진다,215,31,31,24,sleepy
719,조용히 새벽 거실에서 비오는 기운이 맴도는 느낌이다,214,72,78,80,focused
720,살며시 아침 베란다에서 바람부는 기운이 맴도는 느낌이다,204,79,48,51,anxious
721,새벽 사무실에 맑은 분위기가 warm하게 다가온다,29,81,83,75,warm
722,어느새 낮 베란다에서 안개낀 기운이 번지는 느낌이다,206,30,32,32,sleepy
723,어느새 방의 안개낀 공기가 uncomfortable하게 느껴진다,10,60,23,40,uncomfortable
724,문득 낮 거실에서 흐린 기운이 감싸는 느낌이다,43,96,88,76,happy
725,가만히 서재의 포근한 공기가 sad하게 느껴진다,224,46,40,49,sad
726,가만히 밤 서재에서 바람부는 기운이 머무는 느낌이다,15,43,34,28,uncomfortable
727,가만히 베란다의 비오는 공기가 anxious하게 느껴진다,189,72,45,41,anxious
728,문득 사무실의 흐린 공기가 focused하게 느껴진다,202,77,66,64,focused
729,가만히 베란다의 맑은 공기가 grateful하게 느껴진다,80,60,89,89,grateful
730,문득 부엌의 비오는 공기가 uncomfortable하게 느껴진다,5,40,23,30,uncomfortable
731,천천히 베란다의 안개낀 공기가 energetic하게 느껴진다,70,100,96,95,energetic
732,조용히 아침 사무실에서 비오는 기운이 감싸는 느낌이다,15,60,30,44,uncomfortable
733,오후 서재에 쌀쌀한 분위기가 happy하게 다가온다,58,86,94,81,happy
734,가만히 오후 방에서 맑은 기운이 번지는 느낌이다,353,100,84,70,angry
735,조용히 베란다의 쌀쌀한 공기가 sleepy하게 느껴진다,226,36,31,38,sleepy
736,밤 부엌에 포근한 분위기가 sleepy하게 다가온다,215,40,23,26,sleepy
737,천천히 밤 복도에서 맑은 기운이 번지는 느낌이다,24,60,35,42,uncomfortable
738,조용히 거실의 흐린 공기가 romantic하게 느껴진다,280,94,90,63,romantic
739,가만히 도서관의 흐린 공기가 lonely하게 느껴진다,218,66,45,32,lonely
740,문득 오후 방에서 쌀쌀한 기운이 스며드는 느낌이다,65,40,79,80,natural
741,낮 도서관에 비오는 분위기가 energetic하게 다가온다,77,96,100,90,energetic
742,살며시 베란다의 포근한 공기가 tired하게 느껴진다,20,48,54,39,tired
743,천천히 낮 사무실에서 흐린 기운이 스며드는 느낌이다,35,75,81,67,warm
744,가만히 방의 포근한 공기가 anxious하게 느껴진다,193,79,63,42,anxious
745,새벽 베란다에 포근한 분위기가 warm하게 다가온다,34,84,71,64,warm
746,천천히 거실의 안개낀 공기가 calm하게 느껴진다,52,66,41,56,calm
747,어느새 새벽 방에서 안개낀 기운이 흘러가는 느낌이다,281,90,76,61,romantic
748,살며시 도서관의 비오는 공기가 focused하게 느껴진다,202,73,74,64,focused
749,천천히 낮 방에서 포근한 기운이 감싸는 느낌이다,53,97,93,94,happy
750,조용히 밤 부엌에서 흐린 기운이 감싸는 느낌이다,185,77,63,50,anxious
751,살며시 낮 복도에서 안개낀 기운이 스며드는 느낌이다,226,57,45,35,sad
752,조용히 사무실의 맑은 공기가 angry하게 느껴진다,347,100,71,80,angry
753,주말 도서관에 맑은 분위기가 warm하게 다가온다,41,87,85,69,warm
754,아침 거실에 흐린 분위기가 grateful하게 다가온다,73,76,84,91,grateful
755,낮 복도에 포근한 분위기가 sleepy하게 다가온다,221,41,33,22,sleepy
756,가만히 새벽 도서관에서 맑은 기운이 머무는 느낌이다,62,62,44,56,calm
757,평일 거실에 비오는 분위기가 anxious하게 다가온다,197,78,52,57,anxious
758,문득 아침 서재에서 바람부는 기운이 감싸는 느낌이다,208,63,63,40,anxious
759,주말 부엌에 포근한 분위기가 calm하게 다가온다,44,59,52,59,calm
760,살며시 도서관의 맑은 공기가 uncomfortable하게 느껴진다,6,54,28,43,uncomfortable
761,살며시 사무실의 안개낀 공기가 sad하게 느껴진다,228,53,48,37,sad
762,주말 사무실에 안개낀 분위기가 grateful하게 다가온다,94,60,93,79,grateful
763,어느새 새벽 방에서 맑은 기운이 흘러가는 느낌이다,4,99,76,82,angry
764,오후 도서관에 비오는 분위기가 warm하게 다가온다,17,79,72,75,warm
765,살며시 거실의 쌀쌀한 공기가 focused하게 느껴진다,213,90,61,76,focused
766,주말 베란다에 안개낀 분위기가 focused하게 다가온다,191,70,68,70,focused
767,어느새 아침 서재에서 비오는 기운이 머무는 느낌이다,351,50,21,29,uncomfortable
768,살며시 방의 바람부는 공기가 angry하게 느껴진다,349,95,81,81,angry
769,평일 서재에 흐린 분위기가 focused하게 다가온다,194,87,71,66,focused
770,살며시 낮 거실에서 맑은 기운이 흘러가는 느낌이다,45,85,89,68,warm
771,천천히 낮 복도에서 바람부는 기운이 스며드는 느낌이다,40,40,46,47,calm
772,문득 도서관의 맑은 공기가 tired하게 느껴진다,28,45,36,43,tired
773,조용히 방의 안개낀 공기가 uncomfortable하게 느껴진다,3,54,25,28,uncomfortable
774,밤 복도에 포근한 분위기가 uncomfortable하게 다가온다,15,60,30,32,uncomfortable
775,문득 베란다의 포근한 공기가 lonely하게 느껴진다,233,59,43,25,lonely
776,문득 베란다의 바람부는 공기가 anxious하게 느껴진다,201,72,62,41,anxious
777,천천히 서재의 흐린 공기가 anxious하게 느껴진다,219,65,62,41,anxious
778,가만히 도서관의 쌀쌀한 공기가 romantic하게 느껴진다,265,100,88,69,romantic
779,가만히 주말 베란다에서 안개낀 기운이 흘러가는 느낌이다,187,29,24,35,sleepy
780,살며시 복도의 바람부는 공기가 calm하게 느껴진다,25,58,49,50,calm
781,살며시 낮 부엌에서 바람부는 기운이 번지는 느낌이다,355,60,37,44,uncomfortable
782,조용히 부엌의 쌀쌀한 공기가 energetic하게 느껴진다,86,98,100,96,energetic
783,천천히 저녁 서재에서 안개낀 기운이 머무는 느낌이다,281,94,83,79,romantic
784,평일 방에 쌀쌀한 분위기가 happy하게 다가온다,51,89,100,89,happy
785,문득 평일 복도에서 포근한 기운이 머무는 느낌이다,14,48,21,34,uncomfortable
786,저녁 도서관에 바람부는 분위기가 happy하게 다가온다,46,82,100,87,happy
787,어느새 새벽 베란다에서 안개낀 기운이 머무는 느낌이다,213,76,60,67,focused
788,낮 부엌에 비오는 분위기가 happy하게 다가온다,45,96,100,89,happy
789,천천히 거실의 흐린 공기가 romantic하게 느껴진다,292,87,92,60,romantic
790,가만히 주말 베란다에서 비오는 기운이 감싸는 느낌이다,61,37,78,82,natural
791,밤 서재에 비오는 분위기가 calm하게 다가온다,21,63,47,46,calm
792,가만히 서재의 바람부는 공기가 anxious하게 느껴진다,209,68,55,42,anxious
793,천천히 도서관의 포근한 공기가 lonely하게 느껴진다,240,70,29,34,lonely
794,어느새 서재의 쌀쌀한 공기가 grateful하게 느껴진다,71,70,84,88,grateful
795,어느새 주말 부엌에서 안개낀 기운이 번지는 느낌이다,48,35,87,72,natural
796,조용히 부엌의 바람부는 공기가 uncomfortable하게 느껴진다,28,42,29,33,uncomfortable
797,가만히 아침 거실에서 비오는 기운이 맴도는 느낌이다,214,55,27,34,lonely
798,낮 거실에 쌀쌀한 분위기가 lonely하게 다가온다,243,66,28,27,lonely
799,문득 오후 베란다에서 바람부는 기운이 흘러가는 느낌이다,6,49,26,42,uncomfortable
800,밤 거실에 바람부는 분위기가 angry하게 다가온다,11,95,71,83,angry
801,문득 낮 방에서 흐린 기운이 감싸는 느낌이다,236,65,28,44,lonely
802,저녁 복도에 맑은 분위기가 calm하게 다가온다,18,59,42,45,calm
803,문득 저녁 부엌에서 안개낀 기운이 흘러가는 느낌이다,40,80,87,68,warm
804,조용히 거실의 포근한 공기가 sad하게 느껴진다,239,46,47,32,sad
805,문득 거실의 안개낀 공기가 sleepy하게 느껴진다,196,41,28,23,sleepy
806,오후 도서관에 흐린 분위기가 warm하게 다가온다,32,93,70,61,warm
807,문득 저녁 베란다에서 쌀쌀한 기운이 스며드는 느낌이다,87,77,85,89,grateful
808,가만히 베란다의 바람부는 공기가 uncomfortable하게 느껴진다,27,44,37,27,uncomfortable
809,새벽 사무실에 흐린 분위기가 angry하게 다가온다,6,100,73,73,angry
